Block,Irrigation,Cultivar,Inoculum,Plant,29-Oct-19,5-Nov-19,19-Nov-19,3-Dec-19,16-Dec-19,14-Jan-20,27-Jan-20,11-Feb-20,25-Feb-20,9-Mar-20,24-Mar-20,14-Apr-20,28-Apr-20,12-May-20,26-May-20,9-Jun-20,23-Jun-20
2,Low,Monterey,Inoculated,19,,,"flower, sample",gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Low,Monterey,Inoculated,20,,,,,,,,,,,,,2,2,2,3,5
2,Low,Monterey,Inoculated,21,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Low,Monterey,Inoculated,22,,,,,,,,,,,,,0,3,3,5,5
2,Low,Monterey,Inoculated,23,,,,flower,flower,,,,,,,,0,3,3,3,5
2,Low,Monterey,Inoculated,24,,,,,,,,,,,,,0,1,2,3,2
2,Low,Monterey,Inoculated,25,,,,,,,,,,,,,0,1,5,5,5
2,Low,Monterey,Inoculated,26,,,,,,,,,,,,,0,2,5,5,5
2,Low,Monterey,Inoculated,27,,,,,,,,,,,,,2,2,4,5,5
2,Low,Monterey,Inoculated,28,,,,,,,,,,,,,2,2,5,5,5
2,Low,Monterey,Inoculated,29,,,,,,,,,,,,,2,1,2,2,2
2,Low,Monterey,Inoculated,30,,,,,flower,,,,,,,,2,2,4,4,5
3,Low,Monterey,Inoculated,1,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Inoculated,2,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Inoculated,3,,,,,,,,,,,,,0,1,2,2,2
3,Low,Monterey,Inoculated,4,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Monterey,Inoculated,5,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Monterey,Inoculated,6,,,,,,,,,,,,,0,1,2,1,2
3,Low,Monterey,Inoculated,7,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Monterey,Inoculated,8,,,,flower,flower,,,,,,,,0,0,3,5,5
3,Low,Monterey,Inoculated,9,,,,,,,,,,,,,0,0,1,1,1
3,Low,Monterey,Inoculated,10,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Monterey,Inoculated,11,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Inoculated,12,,,,,,,,,,,,,0,0,2,5,5
3,Low,Monterey,Inoculated,13,,,,,flower,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Monterey,Inoculated,14,,,,,,,,,,,,,2,2,2,sampled,sampled
3,Low,Monterey,Inoculated,15,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Low,Monterey,Inoculated,16,,,,,flower,,,,,,,,0,2,3,5,5
3,Low,Monterey,Inoculated,17,,,,,,,,,,,,,0,1,2,1,3
3,Low,Monterey,Inoculated,18,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Inoculated,19,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Inoculated,20,,,,flower,flower,,,,,,,,0,1,2,2,2
3,Low,Monterey,Inoculated,21,,,,flower,flower,,,,,,,,2,1,1,4,5
3,Low,Monterey,Inoculated,22,,,,flower,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Inoculated,23,,,dead,dead,dead,dead,dead,dead,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Inoculated,24,,,,,,,,,,,,,0,1,2,2,2
3,Low,Monterey,Inoculated,25,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Low,Monterey,Inoculated,26,,,,,flower,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Low,Monterey,Inoculated,27,,,,,,,,,,,,,0,1,2,1,5
3,Low,Monterey,Inoculated,28,,,,,flower,,,,,,,,0,1,1,3,5
3,Low,Monterey,Inoculated,29,,,,,,,,,,,,,0,1,5,5,5
3,Low,Monterey,Inoculated,30,,,,,,,,,,,,,0,1,2,2,2
4,Low,Monterey,Inoculated,1,,,,,,,,,,,,,0,2,2,1,3
4,Low,Monterey,Inoculated,2,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Inoculated,3,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,4,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,5,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,6,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,7,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,8,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
4,Low,Monterey,Inoculated,9,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,10,,,,,,,,,,,,,2,3,5,5,5
4,Low,Monterey,Inoculated,11,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Inoculated,12,out of hole,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,13,,,,,,,,,,,,,0,1,3,5,5
4,Low,Monterey,Inoculated,14,,,,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,15,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,16,out of hole,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,17,,,,flower,flower,,,dying,,,,,0,3,5,5,5
4,Low,Monterey,Inoculated,18,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,19,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,20,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,21,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,22,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,23,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,24,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,25,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
4,Low,Monterey,Inoculated,26,,,,,flower,,,,,,,,0,0,1,sampled,sampled
4,Low,Monterey,Inoculated,27,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Low,Monterey,Inoculated,28,out of hole,,,flower,flower,,,,,,,,0,2,4,,5
4,Low,Monterey,Inoculated,29,,,,,flower,,,,,,,,0,1,2,3,5
4,Low,Monterey,Inoculated,30,out of hole,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Control,1,,,,,,,,,,,,,0,1,1,2,5
1,Optimal,Fronteras,Control,2,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Fronteras,Control,3,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Control,4,,,,,,,,,,,,,2,3,3,5,sampled
1,Optimal,Fronteras,Control,5,,,,,,,,,,,,,0,1,2,2,2
1,Optimal,Fronteras,Control,6,,,,,,,,,,,,,2,2,3,1,2
1,Optimal,Fronteras,Control,7,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Fronteras,Control,8,,,,,,,,,,,,,2,3,2,2,2
1,Optimal,Fronteras,Control,9,,,,,,,very small,little green,,,small,,0,0,1,5,5
1,Optimal,Fronteras,Control,10,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Control,11,,,,,,,,,,,,,0,1,2,1,2
1,Optimal,Fronteras,Control,12,,,,,,,,,,,,,0,1,2,5,5
1,Optimal,Fronteras,Control,13,,,,,,,,,,,,,0,1,1,1,2
1,Optimal,Fronteras,Control,14,,,,,,,,,,,,,2,2,2,3,3
1,Optimal,Fronteras,Control,15,,,,sensor,,,,,,,,,2,3,3,2,2
1,Optimal,Fronteras,Control,16,,,,,,,,,,,,,0,3,2,2,3
1,Optimal,Fronteras,Control,17,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Fronteras,Control,18,,no green,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Control,19,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Control,20,,,,,,,,,,,,,0,2,2,3,4
1,Optimal,Fronteras,Control,21,,,,,,,,,,,,,0,1,3,5,5
1,Optimal,Fronteras,Control,22,,,,,,,,,,,,,2,1,2,2,3
1,Optimal,Fronteras,Control,23,,,,,,,,,,,,,0,1,2,5,5
1,Optimal,Fronteras,Control,24,,no green,,little green,,,,,,,,,0,1,2,5,5
1,Optimal,Fronteras,Control,25,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Optimal,Fronteras,Control,26,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Optimal,Fronteras,Control,27,,,dead,dead,dead,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Control,28,,,,,,,,,,,,,2,2,2,2,3
1,Optimal,Fronteras,Control,29,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Control,30,,,,,,,,,,,,,2,3,4,4,3
2,Optimal,Fronteras,Control,1,,,,,,,,,,,,,0,2,2,2,3
2,Optimal,Fronteras,Control,2,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,3,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,4,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,5,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,6,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,7,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Control,8,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,9,,,,,,,,,,,,,,2,2,2,2
2,Optimal,Fronteras,Control,10,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,11,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,12,,,,,,,,,,,,,0,1,2,2,2
2,Optimal,Fronteras,Control,13,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,14,out of hole,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Control,15,,,,,,,,,,,,,0,1,2,2,2
2,Optimal,Fronteras,Control,16,,,,,,,,,,,,,0,1,2,2,2
2,Optimal,Fronteras,Control,17,out of hole,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Control,18,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,19,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Control,20,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,21,,,,,,,,,,,,,0,1,1,1,2
2,Optimal,Fronteras,Control,22,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,23,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,24,out of hole,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,25,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,26,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,27,out of hole,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Control,28,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,29,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
2,Optimal,Fronteras,Control,30,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
3,Optimal,Fronteras,Control,1,,,,,,,,,,,,,0,0,1,1,2
3,Optimal,Fronteras,Control,2,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Control,3,,,,,,,,,,,,,0,2,1,sampled,sampled
3,Optimal,Fronteras,Control,4,,,,,,,,,,,,,0,2,2,1,2
3,Optimal,Fronteras,Control,5,,,,,,,,,,,,,0,2,1,2,2
3,Optimal,Fronteras,Control,6,,,,,,,,,,,,,0,2,2,2,2
3,Optimal,Fronteras,Control,7,,,,,,,,,,,,,0,3,3,3,sampled
3,Optimal,Fronteras,Control,8,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
3,Optimal,Fronteras,Control,9,,,,,,,,,,,,,0,1,2,2,2
3,Optimal,Fronteras,Control,10,,,,,,,,,,,,,0,2,2,2,2
3,Optimal,Fronteras,Control,11,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Control,12,,,,,,,,,,,,,0,3,2,2,2
3,Optimal,Fronteras,Control,13,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Fronteras,Control,14,,,,,,,,,,,,,0,3,5,5,5
3,Optimal,Fronteras,Control,15,,,,,,,,,,,,,0,2,1,1,2
3,Optimal,Fronteras,Control,16,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Fronteras,Control,17,,,,,,,,,,,,,0,1,2,1,2
3,Optimal,Fronteras,Control,18,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Control,19,,,,sensor,,,,,,,,,0,1,1,1,2
3,Optimal,Fronteras,Control,20,,,,,,,,,,,,,0,0,1,5,5
3,Optimal,Fronteras,Control,21,,,,,,,,,,,,,0,1,1,1,2
3,Optimal,Fronteras,Control,22,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Control,23,,,,,,,,,,,,,0,2,1,2,3
3,Optimal,Fronteras,Control,24,,,,,,,,,,,,,0,1,2,2,2
3,Optimal,Fronteras,Control,25,,,,,,,,,,,,,0,1,2,2,3
3,Optimal,Fronteras,Control,26,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Control,27,,,,,,,,,,,,gone,gone,gone,gone,gone,gone
3,Optimal,Fronteras,Control,28,,,,,,,,,,,,,0,2,1,2,2
3,Optimal,Fronteras,Control,29,,,,,,,,,,,,,0,0,1,2,2
3,Optimal,Fronteras,Control,30,,,,,,,,,,,,gone,gone,gone,gone,gone,gone
4,Optimal,Fronteras,Control,1,,,,,,,,,,,,,0,1,1,1,2
4,Optimal,Fronteras,Control,2,,,,,,,,,,,,,0,2,2,sampled,sampled
4,Optimal,Fronteras,Control,3,,,,,,,,,,,,,0,2,3,2,3
4,Optimal,Fronteras,Control,4,,,,,,,,,,,,,0,2,3,5,5
4,Optimal,Fronteras,Control,5,,,,,,,,,,,,,2,2,2,2,2
4,Optimal,Fronteras,Control,6,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Control,7,out of hole,,,,,,,,,,,,2,1,2,2,3
4,Optimal,Fronteras,Control,8,,,,,,,,,,,,,0,1,1,2,5
4,Optimal,Fronteras,Control,9,,,,,,,,,,,,,2,3,3,3,2
4,Optimal,Fronteras,Control,10,,,,,,,,,,,,,0,2,3,2,2
4,Optimal,Fronteras,Control,11,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Control,12,,,,,,,,,,,,,2,2,2,5,5
4,Optimal,Fronteras,Control,13,,,,,flower,,,,,,,,2,3,3,2,2
4,Optimal,Fronteras,Control,14,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Control,15,,,,,,,,,,,,,0,1,2,1,3
4,Optimal,Fronteras,Control,16,,,,,,,,,,,,,2,2,2,2,3
4,Optimal,Fronteras,Control,17,,,,,,,,,,,,,0,1,1,1,2
4,Optimal,Fronteras,Control,18,,,,,,,,,,,,,0,1,1,1,2
4,Optimal,Fronteras,Control,19,,,,,,,,,,,,,0,1,1,1,2
4,Optimal,Fronteras,Control,20,,,,,,,,,,,,,0,1,1,2,2
4,Optimal,Fronteras,Control,21,,,,,,,,,,,,,0,1,2,1,2
4,Optimal,Fronteras,Control,22,,,,,,,,,,,,,0,1,1,3,5
4,Optimal,Fronteras,Control,23,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
4,Optimal,Fronteras,Control,24,,,,,,,,,,,,,0,1,2,2,2
4,Optimal,Fronteras,Control,25,,,,,,,,,,,,,0,1,2,2,4
4,Optimal,Fronteras,Control,26,,,,,,,,,,,,,0,1,2,2,2
4,Optimal,Fronteras,Control,27,,,,,,,,,,,,,0,2,2,2,2
4,Optimal,Fronteras,Control,28,,,,,little green,,,,,,,,0,1,1,2,2
4,Optimal,Fronteras,Control,29,,,,,,,,,,,,,0,2,2,2,3
4,Optimal,Fronteras,Control,30,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Fronteras,Inoculated,1,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Inoculated,2,,,,,,,,,,,,,2,5,5,5,5
1,Optimal,Fronteras,Inoculated,3,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Inoculated,4,,,,,,,,,,,,,0,2,2,2,2
1,Optimal,Fronteras,Inoculated,5,,,,,,,,,,,,,2,5,sampled,sampled,sampled
1,Optimal,Fronteras,Inoculated,6,,,,,,,,,,,,,2,1,3,5,5
1,Optimal,Fronteras,Inoculated,7,,,,,,,,,,,,,0,3,5,5,5
1,Optimal,Fronteras,Inoculated,8,,,,,,,,,,,,,0,2,3,2,2
1,Optimal,Fronteras,Inoculated,9,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Inoculated,10,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Inoculated,11,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Inoculated,12,,,,,,,,,,,,,2,3,5,5,sampled
1,Optimal,Fronteras,Inoculated,13,,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Optimal,Fronteras,Inoculated,14,,,,,,,,,,,,,2,5,5,5,5
1,Optimal,Fronteras,Inoculated,15,,,,,,,,,,,,,0,2,2,5,5
1,Optimal,Fronteras,Inoculated,16,,,,,,,,,,,,,0,2,5,5,5
1,Optimal,Fronteras,Inoculated,17,,,,,,,,,,,,,0,2,2,1,2
1,Optimal,Fronteras,Inoculated,18,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Inoculated,19,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Inoculated,20,out of hole,,,,,,,,,,,,0,2,1,4,5
1,Optimal,Fronteras,Inoculated,21,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Inoculated,22,out of hole,,,,,,,,,,,,0,2,5,5,5
1,Optimal,Fronteras,Inoculated,23,out of hole,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
1,Optimal,Fronteras,Inoculated,24,,,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
1,Optimal,Fronteras,Inoculated,25,,,,,,,,,,,,,0,2,2,1,2
1,Optimal,Fronteras,Inoculated,26,,,,,,,,,,,,,0,2,3,sampled,sampled
1,Optimal,Fronteras,Inoculated,27,,,,,,,,,,,,,0,2,4,5,5
1,Optimal,Fronteras,Inoculated,28,,,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone,gone
1,Optimal,Fronteras,Inoculated,29,,,,,,,,,,,,,0,2,1,1,2
1,Optimal,Fronteras,Inoculated,30,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Inoculated,1,,,,,,,,,,,,,0,3,5,5,5
2,Optimal,Fronteras,Inoculated,2,,,,,,,,,,,,,0,2,1,1,4
2,Optimal,Fronteras,Inoculated,3,,,,,,,,,,,,,0,2,3,3,3
2,Optimal,Fronteras,Inoculated,4,,,,,,,,,,,,,0,2,2,2,2
2,Optimal,Fronteras,Inoculated,5,,,,,,,,,,,,,0,2,5,5,5
2,Optimal,Fronteras,Inoculated,6,,,,,,,,,,,,,0,2,3,3,4
2,Optimal,Fronteras,Inoculated,7,,,,,,,,,,,,,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Inoculated,8,,,,,,,,,,,,,0,2,2,2,4
2,Optimal,Fronteras,Inoculated,9,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Fronteras,Inoculated,10,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Inoculated,11,,,,,,,,,,,,,2,2,5,5,5
2,Optimal,Fronteras,Inoculated,12,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Fronteras,Inoculated,13,,,,,,,,,,,,,0,1,3,5,5
2,Optimal,Fronteras,Inoculated,14,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Inoculated,15,,,,,,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Inoculated,16,,,,,,,,,,,,,0,1,2,4,5
2,Optimal,Fronteras,Inoculated,17,,,,,,,,,,,,,0,3,5,5,5
2,Optimal,Fronteras,Inoculated,18,,,,,,,,,,,,,2,3,5,5,5
2,Optimal,Fronteras,Inoculated,19,,,,,,,,,,,,,0,2,5,5,5
2,Optimal,Fronteras,Inoculated,20,,,,,,,,,,,,,2,2,5,5,5
2,Optimal,Fronteras,Inoculated,21,,,,,,,,,,,,,0,3,5,5,5
2,Optimal,Fronteras,Inoculated,22,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
2,Optimal,Fronteras,Inoculated,23,,,,,,,,,,,,,0,2,2,2,5
2,Optimal,Fronteras,Inoculated,24,,,,,,,,,,,,,0,0,1,1,3
2,Optimal,Fronteras,Inoculated,25,,no green,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead,dead
2,Optimal,Fronteras,Inoculated,26,,,,,,,,,,,,,0,2,3,2,4
2,Optimal,Fronteras,Inoculated,27,,,,,,,,,,,,,2,2,2,2,2
2,Optimal,Fronteras,Inoculated,28,,,,,,,,,,,,,2,3,5,5,5
2,Optimal,Fronteras,Inoculated,29,,,,,,,,,,,,,0,1,4,5,5
2,Optimal,Fronteras,Inoculated,30,,,,,,,,,,,,,2,2,3,2,2
3,Optimal,Fronteras,Inoculated,1,,,,,flower,,,,,,,,0,0,2,5,5
3,Optimal,Fronteras,Inoculated,2,,,,,,,,,,,,,0,0,2,1,2
3,Optimal,Fronteras,Inoculated,3,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
3,Optimal,Fronteras,Inoculated,4,,,,,,,,,,,,,0,0,1,1,2
3,Optimal,Fronteras,Inoculated,5,,,,,,,,,,,,,0,1,3,4,5
3,Optimal,Fronteras,Inoculated,6,,,,,,,,,,,,,0,1,2,2,2
3,Optimal,Fronteras,Inoculated,7,,,,,,,,,,,,,0,3,2,2,2
3,Optimal,Fronteras,Inoculated,8,,,,,,,,,,,,,2,1,2,2,2
3,Optimal,Fronteras,Inoculated,9,,,,,,,,,,,,,0,4,5,5,5
3,Optimal,Fronteras,Inoculated,10,,,,,,,,,,,,,0,2,5,5,5
3,Optimal,Fronteras,Inoculated,11,,,,,,,,,,,,,0,5,sampled,sampled,sampled
3,Optimal,Fronteras,Inoculated,12,,,,,,,,,,,,,0,1,1,2,2
3,Optimal,Fronteras,Inoculated,13,,,,,,,,,,,,,0,4,5,5,5
3,Optimal,Fronteras,Inoculated,14,,,,,,,,,,,,,0,2,5,sampled,sampled
