Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
75,Irvine,South Coast Valleys,11/9/2019,313,3.52, ,0.50, ,188,R,0.7, ,30.6, ,9.5, ,21.3, ,67, ,16, ,29, ,2.8, ,1.4, ,124.8, ,15.8, 
75,Irvine,South Coast Valleys,11/10/2019,314,2.56, ,0.40, ,179, ,1.4, ,24.9, ,9.1, ,16.4, ,99, ,49, ,74, ,11.7, ,1.5, ,128.0, ,15.8, 
75,Irvine,South Coast Valleys,11/11/2019,315,2.15, ,0.30, ,159, ,1.5, ,22.4, ,11.4, ,15.7, ,98, ,56, ,82, ,12.6, ,1.3, ,112.1, ,16.3, 
75,Irvine,South Coast Valleys,11/12/2019,316,1.87, ,0.40, ,141, ,1.5, ,25.3, ,11.1, ,15.7, ,100, ,44, ,84, ,13.1, ,1.1, ,94.7, ,16.3, 
75,Irvine,South Coast Valleys,11/13/2019,317,2.04, ,0.10, ,152, ,1.5, ,22.8, ,11.6, ,15.2, ,100, ,54, ,85, ,12.8, ,1.2, ,100.3, ,16.5, 
75,Irvine,South Coast Valleys,11/14/2019,318,1.96, ,0.00, ,146, ,1.4, ,22.4, ,11.5, ,15.3, ,99, ,55, ,83, ,12.4, ,1.3, ,109.6, ,16.7, 
75,Irvine,South Coast Valleys,11/15/2019,319,1.62, ,0.00, ,123, ,1.4, ,21.2, ,10.9, ,14.8, ,94, ,58, ,82, ,11.7, ,1.1, ,93.6, ,16.5, 
75,Irvine,South Coast Valleys,11/16/2019,320,2.31, ,0.30, ,170, ,1.4, ,25.0, ,8.9, ,15.8, ,99, ,48, ,79, ,12.2, ,1.1, ,99.0, ,16.2, 
75,Irvine,South Coast Valleys,11/17/2019,321,3.61,R,0.60, ,180,R,0.7, ,33.4,Y,11.2, ,23.5,Y,94,H,9,H,24,Y,1.8,Y,1.8, ,151.7, ,16.1, 
75,Irvine,South Coast Valleys,11/18/2019,322,3.77, ,0.30,H,173,R,0.5, ,32.3,Y,10.2, ,22.5,Y,49, ,10, ,19,Y,-1.9,Y,1.5, ,131.8, ,15.9, 
75,Irvine,South Coast Valleys,11/19/2019,323,3.08, ,0.20, ,137, ,1.0, ,28.0, ,10.4, ,19.3, ,82, ,20, ,45, ,7.2, ,2.6, ,220.8, ,15.9, 
75,Irvine,South Coast Valleys,11/20/2019,324,1.00, ,5.20, ,75, ,1.2, ,16.4, ,10.6, ,13.2, ,89, ,64, ,78, ,9.5, ,2.2, ,192.1, ,15.9, 
75,Irvine,South Coast Valleys,11/21/2019,325,1.79, ,0.00, ,142, ,1.2, ,19.0, ,9.7, ,13.7, ,92, ,58, ,76, ,9.6, ,1.3, ,116.6, ,15.5, 
75,Irvine,South Coast Valleys,11/22/2019,326,2.23, ,0.20, ,166, ,1.0, ,21.4, ,8.1, ,14.5, ,95, ,41, ,63, ,7.6, ,1.2, ,102.0, ,15.2, 
75,Irvine,South Coast Valleys,11/23/2019,327,2.61, ,0.40, ,166,R,0.8, ,24.9, ,8.6, ,16.5, ,82, ,21, ,44, ,4.2, ,1.5, ,126.7, ,14.9, 
75,Irvine,South Coast Valleys,11/24/2019,328,2.66, ,0.10, ,168,R,0.7, ,24.1, ,7.6, ,16.7, ,73, ,23, ,37, ,1.9, ,1.5, ,129.9, ,14.7, 
75,Irvine,South Coast Valleys,11/25/2019,329,2.32, ,0.00, ,165,R,1.0, ,20.8, ,6.3, ,14.1, ,86, ,50, ,65, ,7.7, ,1.9, ,163.0, ,14.3, 
75,Irvine,South Coast Valleys,11/26/2019,330,2.55, ,0.00, ,159, ,0.5, ,20.4, ,9.9, ,15.0, ,83, ,13, ,31, ,-1.8, ,1.7, ,143.1, ,14.1, 
75,Irvine,South Coast Valleys,11/27/2019,331,0.55, ,12.80, ,39, ,1.0, ,14.4, ,8.7, ,11.0, ,95, ,54, ,77, ,7.1, ,2.2, ,185.8, ,13.7, 
75,Irvine,South Coast Valleys,11/28/2019,332,0.11, ,40.60, ,21, ,1.0, ,11.4,Y,7.2, ,9.3, ,95, ,77, ,88, ,7.5, ,2.0, ,174.0, ,13.2, 
75,Irvine,South Coast Valleys,11/29/2019,333,1.30, ,3.70, ,111, ,0.9, ,14.4, ,5.1, ,9.0, ,96, ,50, ,79, ,5.6, ,1.4, ,117.2, ,12.6, 
75,Irvine,South Coast Valleys,11/30/2019,334,1.45, ,0.00, ,111, ,0.9, ,15.7, ,5.9, ,11.2, ,91, ,48, ,68, ,5.4, ,1.1, ,91.6, ,12.4, 
75,Irvine,South Coast Valleys,12/1/2019,335,1.67, ,0.00, ,118, ,0.9, ,18.3, ,8.1, ,12.5, ,75, ,36, ,59, ,4.8, ,0.8, ,69.9, ,12.8, 
75,Irvine,South Coast Valleys,12/2/2019,336,1.81, ,0.00, ,129, ,0.9, ,20.5, ,7.7, ,13.5, ,84, ,39, ,61, ,6.2, ,0.9, ,78.9, ,12.9, 
75,Irvine,South Coast Valleys,12/3/2019,337,0.73, ,0.00, ,55, ,1.2, ,18.8, ,9.9, ,14.5, ,84, ,54, ,70, ,9.1, ,0.8, ,69.6, ,13.2, 
75,Irvine,South Coast Valleys,12/4/2019,338,0.26, ,20.50, ,37, ,1.5, ,16.1, ,12.4, ,14.3, ,97, ,66, ,90, ,12.6, ,1.6, ,134.4, ,13.7, 
75,Irvine,South Coast Valleys,12/5/2019,339,1.67, ,0.10, ,134, ,1.3, ,19.8, ,9.2, ,13.9, ,97, ,57, ,81, ,10.7, ,0.9, ,79.1, ,13.8, 
75,Irvine,South Coast Valleys,12/6/2019,340,1.22, ,1.30, ,94, ,1.4, ,21.0, ,10.0, ,14.9, ,96, ,54, ,81, ,11.6, ,1.0, ,84.1, ,13.8, 
75,Irvine,South Coast Valleys,12/7/2019,341,0.33, ,0.30, ,42, ,1.6, ,19.5, ,13.9,Y,16.2, ,95, ,74, ,88, ,14.3, ,1.3, ,113.1, ,14.3, 
75,Irvine,South Coast Valleys,12/8/2019,342,1.05, ,4.30,H,92, ,1.6, ,19.4, ,11.7, ,15.3, ,98, ,66, ,91, ,13.8, ,1.1, ,94.4, ,14.9, 
75,Irvine,South Coast Valleys,12/9/2019,343,1.71, ,0.10, ,142, ,1.3, ,19.4, ,8.8, ,13.4, ,98, ,58, ,82, ,10.4, ,1.0, ,83.0, ,14.7, 
75,Irvine,South Coast Valleys,12/10/2019,344,1.28, ,0.00, ,111, ,1.2, ,20.1, ,9.2, ,13.1, ,95, ,54, ,81, ,9.9, ,0.8, ,69.5, ,14.2, 
75,Irvine,South Coast Valleys,12/11/2019,345,1.69,R,0.10, ,133, ,1.1, ,19.6, ,7.8, ,13.0, ,93, ,46, ,74, ,8.6, ,1.0, ,89.9, ,13.9, 
75,Irvine,South Coast Valleys,12/12/2019,346,1.82, ,0.00, ,143, ,1.3, ,21.9, ,9.6, ,14.5, ,95, ,53, ,78, ,10.6, ,0.9, ,79.9, ,13.9, 
75,Irvine,South Coast Valleys,12/13/2019,347,1.77, ,0.00, ,142, ,1.4, ,20.8, ,9.6, ,14.3, ,99, ,63, ,87, ,12.1, ,1.1, ,96.3, ,14.0, 
75,Irvine,South Coast Valleys,12/14/2019,348,0.57, ,0.00, ,58, ,1.4, ,18.0, ,12.6, ,14.5, ,98, ,76, ,86, ,12.2, ,1.7, ,143.4, ,14.4, 
75,Irvine,South Coast Valleys,12/15/2019,349,1.83, ,0.00, ,151, ,0.9, ,18.7, ,6.9, ,12.5, ,94, ,30, ,62, ,5.4, ,1.1, ,98.8, ,14.4, 
75,Irvine,South Coast Valleys,12/16/2019,350,2.75, ,0.00, ,157,R,0.4, ,19.2, ,6.2, ,14.3, ,62, ,15, ,24, ,-6.2, ,2.1, ,181.8, ,13.4, 
75,Irvine,South Coast Valleys,12/17/2019,351,2.41, ,0.00, ,144, ,0.3, ,20.7, ,7.1, ,13.4, ,42, ,13, ,22, ,-7.8, ,1.8, ,151.9, ,12.6, 
75,Irvine,South Coast Valleys,12/18/2019,352,1.99, ,0.00, ,116, ,0.5, ,18.4, ,6.1, ,10.9, ,64, ,21, ,36, ,-3.5, ,1.3, ,113.0, ,12.2, 
75,Irvine,South Coast Valleys,12/19/2019,353,1.82, ,0.00, ,149, ,0.7, ,18.2, ,4.8, ,10.9, ,70, ,39, ,52, ,1.6, ,1.1, ,94.2, ,11.8, 
75,Irvine,South Coast Valleys,12/20/2019,354,2.21, ,0.00, ,147, ,0.6, ,24.2, ,5.9, ,14.3, ,59, ,18, ,37, ,-0.1, ,1.1, ,98.5, ,11.7, 
75,Irvine,South Coast Valleys,12/21/2019,355,1.96, ,0.00, ,107, ,0.6, ,22.5, ,8.8, ,14.3, ,52, ,23, ,39, ,0.7, ,1.0, ,86.9, ,11.9, 
75,Irvine,South Coast Valleys,12/22/2019,356,2.26, ,0.00, ,84, ,0.6, ,18.9, ,8.8, ,14.4, ,54, ,30, ,39, ,0.8, ,2.0, ,171.1, ,12.1, 
75,Irvine,South Coast Valleys,12/23/2019,357,0.07, ,29.40, ,21, ,1.2, ,13.9, ,8.8, ,11.5, ,98, ,71, ,87, ,9.5, ,1.2, ,103.2, ,12.1, 
75,Irvine,South Coast Valleys,12/24/2019,358,1.54, ,0.70, ,132, ,1.1, ,16.2, ,6.7, ,10.7, ,98, ,63, ,84, ,8.1, ,1.1, ,95.0, ,12.0, 
75,Irvine,South Coast Valleys,12/25/2019,359,1.03, ,5.30, ,84, ,1.0, ,14.3, ,7.2, ,10.8, ,89, ,64, ,79, ,7.2, ,2.1, ,180.6, ,12.0, 
75,Irvine,South Coast Valleys,12/26/2019,360,0.63, ,34.80, ,66, ,0.9, ,12.7, ,6.2, ,9.4, ,95, ,56, ,75, ,5.2, ,1.6, ,138.2, ,11.9, 
75,Irvine,South Coast Valleys,12/27/2019,361,1.70, ,5.20,H,150, ,0.8, ,16.1, ,4.7, ,10.0, ,84, ,48, ,69, ,4.5, ,1.2, ,102.3, ,11.4, 
75,Irvine,South Coast Valleys,12/28/2019,362,1.66, ,0.00, ,145, ,1.0, ,16.9, ,4.9, ,10.5, ,90, ,56, ,76, ,6.4, ,1.2, ,100.2, ,11.2, 
75,Irvine,South Coast Valleys,12/29/2019,363,1.33, ,0.00, ,112, ,0.9, ,16.8, ,6.3, ,10.8, ,89, ,51, ,73, ,6.1, ,0.9, ,79.6, ,11.2, 
75,Irvine,South Coast Valleys,12/30/2019,364,1.58, ,0.00, ,55, ,0.7, ,16.3, ,8.2, ,12.9, ,77, ,29, ,46, ,1.6, ,1.8, ,156.3, ,11.4, 
75,Irvine,South Coast Valleys,12/31/2019,365,3.24, ,0.00, ,147, ,0.6, ,22.8, ,9.9, ,16.7, ,47, ,22, ,31, ,-0.5, ,2.6, ,222.8, ,11.4, 
75,Irvine,South Coast Valleys,1/1/2020,001,1.98, ,0.00, ,150, ,0.9, ,20.3, ,6.6, ,13.1, ,89, ,37, ,58, ,5.1, ,1.1, ,98.5, ,11.3, 
75,Irvine,South Coast Valleys,1/2/2020,002,1.72, ,0.00, ,143, ,1.1, ,18.3, ,7.0, ,12.1, ,92, ,62, ,78, ,8.4, ,1.2, ,102.0, ,11.4, 
75,Irvine,South Coast Valleys,1/3/2020,003,1.98, ,0.00, ,148, ,0.9, ,22.8, ,8.1, ,14.4, ,68, ,33, ,53, ,5.0, ,0.8, ,70.8, ,11.6, 
75,Irvine,South Coast Valleys,1/4/2020,004,1.91, ,0.00, ,153, ,1.0, ,20.8, ,7.5, ,12.8, ,90, ,47, ,69, ,7.2, ,1.0, ,86.7, ,11.6, 
75,Irvine,South Coast Valleys,1/5/2020,005,1.94, ,0.00, ,156, ,0.9, ,20.2, ,4.5, ,12.3, ,88, ,29, ,64, ,5.8, ,1.1, ,97.5, ,11.5, 
75,Irvine,South Coast Valleys,1/6/2020,006,2.85, ,0.00, ,166,R,0.4, ,26.7, ,14.2,Y,20.4,Y,21, ,12, ,15,Y,-7.3,Y,1.7, ,148.9, ,11.6, 
75,Irvine,South Coast Valleys,1/7/2020,007,2.33, ,0.00, ,157, ,0.5, ,24.5, ,7.8, ,16.4, ,53, ,16, ,28, ,-2.3, ,1.1, ,99.0, ,11.6, 
75,Irvine,South Coast Valleys,1/8/2020,008,1.58, ,0.00, ,123, ,1.0, ,17.6, ,5.0, ,11.8, ,86, ,45, ,69, ,6.4, ,1.3, ,108.7, ,11.5, 
75,Irvine,South Coast Valleys,1/9/2020,009,1.44, ,0.00, ,116, ,1.0, ,16.8, ,7.1, ,11.5, ,91, ,55, ,75, ,7.3, ,1.5, ,126.8, ,11.7, 
75,Irvine,South Coast Valleys,1/10/2020,010,1.83, ,0.00, ,158, ,1.0, ,18.7, ,5.9, ,11.0, ,93, ,49, ,77, ,7.2, ,1.1, ,90.8, ,11.4, 
75,Irvine,South Coast Valleys,1/11/2020,011,1.92, ,0.00, ,157, ,1.0, ,17.2, ,6.2, ,11.1, ,91, ,56, ,75, ,6.9, ,1.4, ,116.8, ,11.3, 
75,Irvine,South Coast Valleys,1/12/2020,012,1.84, ,0.00, ,158, ,1.0, ,17.3, ,6.7, ,11.1, ,90, ,51, ,76, ,7.1, ,1.0, ,88.2, ,11.3, 
75,Irvine,South Coast Valleys,1/13/2020,013,1.85, ,0.00, ,152, ,1.0, ,17.2, ,7.5, ,11.6, ,92, ,54, ,74, ,7.2, ,1.0, ,89.1, ,11.3, 
75,Irvine,South Coast Valleys,1/14/2020,014,1.75, ,0.00, ,142, ,1.0, ,17.2, ,6.7, ,10.8, ,92, ,58, ,80, ,7.5, ,1.1, ,93.7, ,11.3, 
75,Irvine,South Coast Valleys,1/15/2020,015,1.85, ,0.00, ,155, ,1.0, ,18.9, ,6.6, ,11.0, ,92, ,48, ,78, ,7.3, ,1.1, ,94.7, ,11.3, 
75,Irvine,South Coast Valleys,1/16/2020,016,1.62, ,0.50, ,123, ,1.0, ,16.2, ,7.3, ,11.5, ,92, ,60, ,76, ,7.5, ,1.5, ,132.7, ,11.3, 
75,Irvine,South Coast Valleys,1/17/2020,017,1.80, ,2.10, ,153, ,1.1, ,17.2, ,6.8, ,11.1, ,96, ,54, ,81, ,7.9, ,1.3, ,110.0, ,11.7, 
75,Irvine,South Coast Valleys,1/18/2020,018,2.24, ,0.00, ,163, ,0.8, ,20.1, ,5.0, ,12.2, ,87, ,35, ,58, ,4.2, ,1.1, ,96.2, ,11.5, 
75,Irvine,South Coast Valleys,1/19/2020,019,2.16, ,0.00, ,138, ,0.8, ,23.1, ,6.7, ,14.4, ,73, ,26, ,47, ,3.2, ,1.1, ,93.6, ,11.5, 
75,Irvine,South Coast Valleys,1/20/2020,020,0.76, ,0.00, ,58, ,1.1, ,17.3, ,10.2, ,13.4, ,90, ,58, ,74, ,8.9, ,1.0, ,89.5, ,11.8, 
75,Irvine,South Coast Valleys,1/21/2020,021,0.85, ,0.20, ,79, ,1.2, ,16.5, ,9.4, ,12.6, ,93, ,70, ,83, ,9.7, ,1.0, ,90.5, ,12.3, 
75,Irvine,South Coast Valleys,1/22/2020,022,1.91, ,0.00, ,157, ,1.1, ,18.1, ,8.9, ,12.4, ,93, ,60, ,79, ,9.0, ,1.0, ,85.6, ,12.4, 
75,Irvine,South Coast Valleys,1/23/2020,023,2.18, ,0.00, ,162, ,1.1, ,22.2, ,7.5, ,14.0, ,94, ,44, ,70, ,8.7, ,1.1, ,93.1, ,12.3, 
75,Irvine,South Coast Valleys,1/24/2020,024,2.31, ,0.20, ,172, ,1.1, ,22.4, ,7.8, ,13.8, ,94, ,44, ,69, ,8.2, ,1.0, ,89.3, ,12.4, 
75,Irvine,South Coast Valleys,1/25/2020,025,1.79, ,0.30, ,150, ,1.2, ,20.4, ,8.2, ,12.3, ,99, ,53, ,87, ,10.1, ,1.1, ,97.5, ,12.6, 
75,Irvine,South Coast Valleys,1/26/2020,026,0.81, ,0.20, ,76, ,1.2, ,16.2, ,8.9, ,11.7, ,99, ,73, ,89, ,10.0, ,1.0, ,84.8, ,13.1, 
75,Irvine,South Coast Valleys,1/27/2020,027,2.11, ,0.20, ,163, ,1.2, ,21.8, ,7.1, ,12.8, ,98, ,47, ,79, ,9.1, ,1.1, ,91.1, ,12.8, 
75,Irvine,South Coast Valleys,1/28/2020,028,2.43, ,0.10, ,181,R,1.0, ,23.5, ,7.0, ,13.9, ,93, ,39, ,64, ,7.2, ,1.2, ,101.3, ,12.7, 
75,Irvine,South Coast Valleys,1/29/2020,029,3.54, ,0.20,H,185,R,0.6, ,23.4, ,6.5, ,15.9, ,92, ,12, ,34, ,0.2, ,2.3, ,198.3, ,12.4, 
75,Irvine,South Coast Valleys,1/30/2020,030,2.98, ,0.10, ,174, ,0.6, ,23.1, ,7.2, ,16.3, ,57, ,16, ,30, ,-1.1, ,1.4, ,125.2, ,12.2, 
75,Irvine,South Coast Valleys,1/31/2020,031,3.21, ,0.10, ,191,R,0.6, ,28.3,Y,5.7, ,16.7, ,83, ,12, ,34, ,0.8, ,1.5, ,128.9, ,12.1, 
75,Irvine,South Coast Valleys,2/1/2020,032,2.97, ,0.00, ,193,R,0.7, ,28.3,Y,6.5, ,17.8, ,67, ,15, ,32, ,1.0, ,1.3, ,115.3, ,12.2, 
75,Irvine,South Coast Valleys,2/2/2020,033,2.81, ,0.20, ,187,R,1.0, ,21.8, ,6.9, ,14.6, ,85, ,34, ,61, ,7.1, ,2.3, ,197.7, ,12.4, 
75,Irvine,South Coast Valleys,2/3/2020,034,3.00, ,0.40, ,182, ,0.5, ,17.0, ,5.1, ,12.3, ,91, ,9, ,32, ,-4.1, ,2.4, ,208.2, ,12.5, 
75,Irvine,South Coast Valleys,2/4/2020,035,3.59, ,0.00, ,206,R,0.1,Y,15.5, ,6.9, ,11.4, ,19, ,6, ,10,Y,-18.9,Y,3.4,Y,294.1,Y,11.3, 
75,Irvine,South Coast Valleys,2/5/2020,036,2.62, ,0.00, ,191, ,0.4, ,16.9, ,0.5,Y,9.7, ,66, ,15, ,35, ,-5.0, ,1.3, ,108.5, ,10.5, 
75,Irvine,South Coast Valleys,2/6/2020,037,2.53, ,0.00, ,196,R,0.7, ,18.1, ,3.5, ,10.9, ,84, ,28, ,52, ,1.5, ,1.1, ,93.1, ,10.5, 
75,Irvine,South Coast Valleys,2/7/2020,038,2.65, ,0.00, ,199,R,0.9, ,20.5, ,4.6, ,11.8, ,92, ,34, ,64, ,5.2, ,1.2, ,105.6, ,10.8, 
75,Irvine,South Coast Valleys,2/8/2020,039,2.62, ,0.00, ,199,R,1.1, ,20.6, ,5.6, ,12.8, ,95, ,43, ,73, ,8.1, ,1.5, ,128.4, ,11.1, 
75,Irvine,South Coast Valleys,2/9/2020,040,1.28, ,6.70, ,95, ,1.1, ,14.6, ,9.6, ,11.9, ,88, ,54, ,78, ,8.1, ,2.4, ,205.5, ,11.8, 
75,Irvine,South Coast Valleys,2/10/2020,041,3.25, ,0.40, ,157, ,0.7, ,21.9, ,7.6, ,14.9, ,81, ,21, ,40, ,1.5, ,2.3, ,195.3, ,11.8, 
75,Irvine,South Coast Valleys,2/11/2020,042,3.92, ,0.00, ,213,R,0.5, ,22.8, ,7.8, ,15.7, ,82, ,8, ,29, ,-2.2, ,2.4, ,206.3, ,11.5, 
75,Irvine,South Coast Valleys,2/12/2020,043,2.86, ,0.10, ,206,R,0.8, ,19.7, ,4.5, ,11.9, ,86, ,32, ,54, ,2.9, ,1.2, ,102.7, ,11.3, 
75,Irvine,South Coast Valleys,2/13/2020,044,2.82, ,0.00, ,202, ,0.8, ,20.5, ,3.7, ,11.7, ,86, ,35, ,61, ,4.4, ,1.2, ,104.9, ,11.3, 
75,Irvine,South Coast Valleys,2/14/2020,045,2.78, ,0.00, ,211,R,0.9, ,20.1, ,5.1, ,11.6, ,94, ,39, ,68, ,5.9, ,1.3, ,108.8, ,11.5, 
75,Irvine,South Coast Valleys,2/15/2020,046,2.90, ,0.00, ,212,R,0.9, ,20.7, ,5.2, ,12.0, ,90, ,35, ,67, ,6.1, ,1.3, ,110.4, ,11.5, 
75,Irvine,South Coast Valleys,2/16/2020,047,2.87, ,0.00, ,211,R,1.0, ,20.9, ,6.1, ,12.7, ,93, ,40, ,69, ,7.1, ,1.2, ,103.7, ,11.7, 
75,Irvine,South Coast Valleys,2/17/2020,048,2.78, ,0.20, ,209, ,1.1, ,20.8, ,4.9, ,12.3, ,96, ,47, ,74, ,7.9, ,1.2, ,100.7, ,12.0, 
75,Irvine,South Coast Valleys,2/18/2020,049,2.60, ,0.20,H,195, ,1.3, ,20.8, ,8.4, ,13.7, ,98, ,57, ,81, ,10.4, ,1.4, ,116.9, ,12.4, 
75,Irvine,South Coast Valleys,2/19/2020,050,2.91, ,0.30, ,218,R,1.2, ,20.0, ,9.3, ,14.1, ,95, ,56, ,77, ,10.1, ,1.2, ,107.7, ,13.1, 
75,Irvine,South Coast Valleys,2/20/2020,051,3.37, ,0.10,H,225,R,1.0, ,26.3, ,7.1, ,15.3, ,97, ,28, ,59, ,7.3, ,1.1, ,96.2, ,13.2, 
75,Irvine,South Coast Valleys,2/21/2020,052,3.41,R,0.00, ,190, ,1.0, ,25.5, ,7.2, ,16.5, ,84, ,22, ,52, ,6.6, ,1.9, ,163.7, ,13.3, 
75,Irvine,South Coast Valleys,2/22/2020,053,1.35, ,2.40, ,112, ,1.2, ,16.6, ,10.7, ,13.5, ,92, ,65, ,79, ,9.9, ,1.9, ,160.7, ,13.6, 
75,Irvine,South Coast Valleys,2/23/2020,054,2.04, ,1.10, ,152, ,1.2, ,19.0, ,8.8, ,13.4, ,98, ,56, ,78, ,9.7, ,1.2, ,99.5, ,13.8, 
75,Irvine,South Coast Valleys,2/24/2020,055,3.07, ,0.30, ,221, ,1.2, ,20.8, ,7.2, ,13.1, ,97, ,54, ,79, ,9.6, ,1.2, ,102.4, ,13.8, 
75,Irvine,South Coast Valleys,2/25/2020,056,4.18, ,0.40, ,241,R,0.6, ,28.6,Y,8.0, ,19.0,Y,98,H,8,H,28,Y,0.0,Y,1.5, ,133.1, ,13.7, 
75,Irvine,South Coast Valleys,2/26/2020,057,4.16, ,0.30, ,240,R,0.5, ,28.0,Y,7.7, ,17.8, ,51, ,10, ,24, ,-3.2, ,1.4, ,120.1, ,13.7, 
75,Irvine,South Coast Valleys,2/27/2020,058,3.81, ,0.00, ,175, ,0.6, ,28.8,Y,10.6, ,19.1,Y,39, ,11, ,25,Y,-1.2,Y,1.4, ,116.9, ,13.7, 
75,Irvine,South Coast Valleys,2/28/2020,059,4.36,R,0.00, ,195, ,0.6, ,29.2,Y,10.1, ,20.4,Y,59, ,9, ,23,Y,-1.3,Y,1.5, ,133.2, ,14.1, 
75,Irvine,South Coast Valleys,2/29/2020,060,3.54, ,0.60, ,210, ,1.0, ,22.0, ,8.0, ,15.2, ,83, ,29, ,55, ,6.3, ,2.2, ,192.5, ,14.3, 
75,Irvine,South Coast Valleys,3/1/2020,061,1.31, ,3.70, ,92, ,1.1, ,15.6, ,8.9, ,12.1, ,94, ,57, ,75, ,7.8, ,2.3, ,200.3, ,14.3, 
75,Irvine,South Coast Valleys,3/2/2020,062,3.43, ,0.60, ,158, ,0.6, ,20.8, ,7.2, ,15.3, ,84, ,17, ,34, ,-0.5, ,2.4, ,209.4, ,13.7, 
75,Irvine,South Coast Valleys,3/3/2020,063,4.67, ,0.00, ,249,R,0.5, ,26.2, ,9.8, ,18.7, ,60, ,12, ,23, ,-3.0, ,1.9, ,161.3, ,13.5, 
75,Irvine,South Coast Valleys,3/4/2020,064,3.45, ,0.20, ,243,R,1.2, ,21.7, ,7.2, ,13.8, ,92, ,46, ,73, ,9.1, ,1.3, ,108.9, ,13.7, 
75,Irvine,South Coast Valleys,3/5/2020,065,3.51, ,0.20, ,233, ,1.3, ,25.8, ,8.7, ,15.7, ,97, ,37, ,72, ,10.8, ,1.2, ,105.0, ,14.3, 
75,Irvine,South Coast Valleys,3/6/2020,066,3.10, ,0.30, ,221, ,1.4, ,21.2, ,10.1, ,14.7, ,99, ,59, ,81, ,11.4, ,1.5, ,127.0, ,14.9, 
75,Irvine,South Coast Valleys,3/7/2020,067,2.89, ,0.20, ,193, ,1.1, ,18.8, ,11.1, ,14.3, ,87, ,53, ,70, ,8.9, ,1.9, ,165.7, ,15.4, 
75,Irvine,South Coast Valleys,3/8/2020,068,2.92, ,1.80, ,208, ,1.1, ,18.7, ,8.3, ,12.9, ,98, ,41, ,72, ,8.1, ,1.2, ,107.8, ,15.4, 
75,Irvine,South Coast Valleys,3/9/2020,069,3.40, ,3.70, ,191, ,1.0, ,23.2, ,6.6, ,15.0, ,92, ,31, ,57, ,6.5, ,1.7, ,147.2, ,15.1, 
75,Irvine,South Coast Valleys,3/10/2020,070,1.40, ,9.90, ,109, ,1.6,Y,20.9, ,12.8, ,16.1, ,95, ,81, ,90,Y,14.4,Y,2.5,Y,217.6,Y,15.4, 
75,Irvine,South Coast Valleys,3/11/2020,071,3.84, ,0.70, ,259,R,1.5, ,22.4, ,13.1, ,16.9, ,99, ,56, ,78, ,13.1, ,1.2, ,107.2, ,16.1, 
75,Irvine,South Coast Valleys,3/12/2020,072,0.07, ,21.50, ,18, ,1.4, ,13.9, ,10.2, ,12.5, ,100, ,85, ,94, ,11.6, ,1.3, ,114.8, ,15.9, 
75,Irvine,South Coast Valleys,3/13/2020,073,0.27, ,11.70, ,50, ,1.4, ,14.3, ,11.2, ,13.1, ,100, ,87, ,91, ,11.7, ,1.7, ,149.8, ,15.2, 
75,Irvine,South Coast Valleys,3/14/2020,074,1.48, ,0.10, ,115, ,1.3, ,17.5, ,12.1, ,14.2, ,92, ,65, ,80, ,10.8, ,1.6, ,136.6, ,15.3, 
75,Irvine,South Coast Valleys,3/15/2020,075,1.94, ,1.90, ,144, ,1.2, ,18.9, ,12.0, ,14.1, ,96, ,52, ,75, ,9.7, ,1.2, ,105.2, ,15.6, 
75,Irvine,South Coast Valleys,3/16/2020,076,2.16, ,6.50, ,124, ,1.1, ,17.4, ,10.3, ,13.3, ,96, ,53, ,72, ,8.4, ,2.7,Y,237.2,Y,15.6, 
75,Irvine,South Coast Valleys,3/17/2020,077,3.09, ,0.10, ,233, ,0.9, ,16.2, ,7.2, ,11.4, ,95, ,45, ,66, ,5.4, ,1.3, ,109.6, ,15.3, 
75,Irvine,South Coast Valleys,3/18/2020,078,1.34, ,0.10, ,113, ,0.9, ,15.7, ,6.1, ,10.9, ,84, ,47, ,67, ,5.0, ,1.3, ,113.3, ,14.8, 
75,Irvine,South Coast Valleys,3/19/2020,079,2.04, ,11.50, ,161, ,1.1, ,15.7, ,8.7, ,11.7, ,95, ,63, ,82, ,8.7, ,1.6, ,141.6, ,14.7, 
75,Irvine,South Coast Valleys,3/20/2020,080,2.48, ,1.40, ,181, ,1.1, ,17.5, ,9.4, ,13.3, ,94, ,59, ,75, ,9.0, ,1.4, ,116.9, ,14.9, 
75,Irvine,South Coast Valleys,3/21/2020,081,3.89, ,0.00, ,271, ,1.2, ,19.0, ,8.8, ,13.6, ,95, ,54, ,75, ,9.2, ,1.3, ,111.2, ,15.4, 
75,Irvine,South Coast Valleys,3/22/2020,082,3.60, ,13.70, ,226, ,1.2, ,21.2, ,8.7, ,14.4, ,97, ,44, ,71, ,9.2, ,1.8, ,155.5, ,15.6, 
